0, 0, 1.5
-0.00871557, 0.0996195, 1.5
-0.0174311, 0.199239, 1.5
-0.0261467, 0.298858, 1.5
-0.0348623, 0.398478, 1.5
-0.0435779, 0.498097, 1.5
-0.0522934, 0.597717, 1.5
-0.061009, 0.697336, 1.5
-0.0697246, 0.796956, 1.5
-0.0784402, 0.896575, 1.5
-0.0871557, 0.996195, 1.5
-0.0958713, 1.09581, 1.5
-0.104587, 1.19543, 1.5
-0.113302, 1.29505, 1.5
-0.122018, 1.39467, 1.5
-0.130734, 1.49429, 1.5
-0.139449, 1.59391, 1.5
-0.148165, 1.69353, 1.5
-0.15688, 1.79315, 1.5
-0.165596, 1.89277, 1.5
-0.174311, 1.99239, 1.5
-0.183027, 2.09201, 1.5
-0.191743, 2.19163, 1.5
-0.200458, 2.29125, 1.5
-0.209174, 2.39087, 1.5
-0.217889, 2.49049, 1.5
-0.226605, 2.59011, 1.5
-0.235321, 2.68973, 1.5
-0.244036, 2.78935, 1.5
-0.252752, 2.88896, 1.5
-0.261467, 2.98858, 1.5
-0.270183, 3.0882, 1.5
-0.278898, 3.18782, 1.5
-0.287614, 3.28744, 1.5
-0.29633, 3.38706, 1.5
-0.305045, 3.48668, 1.5
-0.313761, 3.5863, 1.5
-0.322476, 3.68592, 1.5
-0.331192, 3.78554, 1.5
-0.339907, 3.88516, 1.5
-0.348623, 3.98478, 1.5
-0.357339, 4.0844, 1.5
-0.366054, 4.18402, 1.5
-0.37477, 4.28364, 1.5
-0.383485, 4.38326, 1.5
-0.392201, 4.48288, 1.5
-0.400916, 4.5825, 1.5
-0.409632, 4.68212, 1.5
-0.418348, 4.78173, 1.5
-0.427063, 4.88135, 1.5
-0.435779, 4.98097, 1.5
0.0996195, 0.00871557, 1.5
0.0909039, 0.108335, 1.5
0.0821883, 0.207955, 1.5
0.0734727, 0.307574, 1.5
0.0647572, 0.407193, 1.5
0.0560416, 0.506813, 1.5
0.047326, 0.606432, 1.5
0.0386105, 0.706052, 1.5
0.0298949, 0.805671, 1.5
0.0211793, 0.905291, 1.5
0.0124637, 1.00491, 1.5
0.00374815, 1.10453, 1.5
-0.00496742, 1.20415, 1.5
-0.013683, 1.30377, 1.5
-0.0223986, 1.40339, 1.5
-0.0311141, 1.50301, 1.5
-0.0398297, 1.60263, 1.5
-0.0485453, 1.70225, 1.5
-0.0572609, 1.80187, 1.5
-0.0659764, 1.90149, 1.5
-0.074692, 2.00111, 1.5
-0.0834076, 2.10072, 1.5
-0.0921232, 2.20034, 1.5
-0.100839, 2.29996, 1.5
-0.109554, 2.39958, 1.5
-0.11827, 2.4992, 1.5
-0.126985, 2.59882, 1.5
-0.135701, 2.69844, 1.5
-0.144417, 2.79806, 1.5
-0.153132, 2.89768, 1.5
-0.161848, 2.9973, 1.5
-0.170563, 3.09692, 1.5
-0.179279, 3.19654, 1.5
-0.187994, 3.29616, 1.5
-0.19671, 3.39578, 1.5
-0.205426, 3.4954, 1.5
-0.214141, 3.59502, 1.5
-0.222857, 3.69464, 1.5
-0.231572, 3.79426, 1.5
-0.240288, 3.89387, 1.5
-0.249003, 3.99349, 1.5
-0.257719, 4.09311, 1.5
-0.266435, 4.19273, 1.5
-0.27515, 4.29235, 1.5
-0.283866, 4.39197, 1.5
-0.292581, 4.49159, 1.5
-0.301297, 4.59121, 1.5
-0.310013, 4.69083, 1.5
-0.318728, 4.79045, 1.5
-0.327444, 4.89007, 1.5
-0.336159, 4.98969, 1.5
0.199239, 0.0174311, 1.5
0.190523, 0.117051, 1.5
0.181808, 0.21667, 1.5
0.173092, 0.31629, 1.5
0.164377, 0.415909, 1.5
0.155661, 0.515529, 1.5
0.146945, 0.615148, 1.5
0.13823, 0.714767, 1.5
0.129514, 0.814387, 1.5
0.120799, 0.914006, 1.5
0.112083, 1.01363, 1.5
0.103368, 1.11325, 1.5
0.094652, 1.21286, 1.5
0.0859365, 1.31248, 1.5
0.0772209, 1.4121, 1.5
0.0685053, 1.51172, 1.5
0.0597898, 1.61134, 1.5
0.0510742, 1.71096, 1.5
0.0423586, 1.81058, 1.5
0.033643, 1.9102, 1.5
0.0249275, 2.00982, 1.5
0.0162119, 2.10944, 1.5
0.00749631, 2.20906, 1.5
-0.00121926, 2.30868, 1.5
-0.00993484, 2.4083, 1.5
-0.0186504, 2.50792, 1.5
-0.027366, 2.60754, 1.5
-0.0360816, 2.70716, 1.5
-0.0447971, 2.80678, 1.5
-0.0535127, 2.9064, 1.5
-0.0622283, 3.00602, 1.5
-0.0709439, 3.10563, 1.5
-0.0796594, 3.20525, 1.5
-0.088375, 3.30487, 1.5
-0.0970906, 3.40449, 1.5
-0.105806, 3.50411, 1.5
-0.114522, 3.60373, 1.5
-0.123237, 3.70335, 1.5
-0.131953, 3.80297, 1.5
-0.140668, 3.90259, 1.5
-0.149384, 4.00221, 1.5
-0.1581, 4.10183, 1.5
-0.166815, 4.20145, 1.5
-0.175531, 4.30107, 1.5
-0.184246, 4.40069, 1.5
-0.192962, 4.50031, 1.5
-0.201677, 4.59993, 1.5
-0.210393, 4.69955, 1.5
